p00070,0.537,0.454,0.425,0.670,0.260,0.640,0.255,0.915
p00071,0.727,0.924,0.461,0.574,0.773,0.703,0.212,0.504
p00072,0.962,0.484,0.206,0.087,0.187,0.418,0.944,0.093
p00073,0.988,0.777,0.651,0.837,0.112,0.686,0.968,0.757
p00074,0.951,0.580,0.403,0.966,0.391,0.010,0.908,0.096
p00075,0.511,0.201,0.166,0.548,0.177,0.842,0.393,0.585
p00076,0.393,0.451,0.390,0.489,0.695,0.479,0.277,0.002
p00077,0.117,0.328,0.799,0.958,0.742,0.058,0.471,0.630
p00078,0.817,0.048,0.507,0.083,0.549,0.231,0.871,0.584
p00079,0.042,0.400,0.355,0.572,0.370,0.003,0.877,0.577
p00080,0.043,0.559,0.253,0.085,0.157,0.796,0.692,0.298
p00081,0.451,0.098,0.085,0.805,0.081,0.217,0.510,0.573
p00082,0.367,0.482,0.642,0.249,0.103,0.525,0.203,0.996
p00083,0.642,0.125,0.980,0.594,0.118,0.069,0.818,0.579
p00084,0.013,0.519,0.934,0.770,0.540,0.808,0.762,0.008
p00085,0.038,0.727,0.645,0.484,0.258,0.723,0.968,0.015
p00086,0.783,0.561,0.560,0.657,0.627,0.513,0.201,0.406
p00087,0.323,0.098,0.823,0.160,0.864,0.492,0.484,0.543
p00088,0.451,0.782,0.997,0.444,0.627,0.449,0.552,0.147
p00089,0.907,0.635,0.092,0.416,0.465,0.301,0.203,0.414
p00090,0.726,0.221,0.462,0.048,0.649,0.523,0.981,0.713
p00091,0.270,0.636,0.775,0.828,0.928,0.481,0.711,0.903
p00092,0.013,0.725,0.080,0.984,0.848,0.014,0.991,0.374
p00093,0.370,0.189,0.888,0.188,0.756,0.066,0.420,0.970
p00094,0.044,0.258,0.463,0.943,0.724,0.562,0.058,0.488
p00095,0.516,0.203,0.382,0.033,0.479,0.555,0.816,0.955
p00096,0.411,0.875,0.570,0.358,0.383,0.707,0.526,0.447
p00097,0.893,0.894,0.393,0.463,0.772,0.742,0.444,0.878
p00098,0.438,0.337,0.852,0.097,0.571,0.819,0.985,0.565
p00099,0.483,0.817,0.124,0.306,0.282,0.524,0.474,0.699
p00100,0.573,0.067,0.651,0.293,0.793,0.659,0.343,0.055
p00101,0.186,0.263,0.683,0.675,0.890,0.379,0.358,0.164
p00102,0.156,0.703,0.847,0.969,0.875,0.624,0.556,0.730
p00103,0.414,0.279,0.378,0.319,0.628,0.778,0.411,0.072
p00104,0.635,0.077,0.789,0.183,0.660,0.447,0.497,0.170
p00105,0.571,0.731,0.046,0.706,0.093,0.517,0.918,0.225
p00106,0.087,0.392,0.459,0.226,0.411,0.562,0.242,0.153
p00107,0.083,0.984,0.340,0.846,0.899,0.934,0.999,0.155
p00108,0.019,0.257,0.343,0.831,0.328,0.516,0.177,0.731
p00109,0.536,0.929,0.161,0.621,0.896,0.952,0.384,0.095
p00110,0.475,0.931,0.019,0.072,0.920,0.444,0.958,0.454
p00111,0.478,0.006,0.763,0.374,0.853,0.973,0.338,0.057
p00112,0.846,0.123,0.374,0.508,0.023,0.999,0.917,0.879
p00113,0.580,0.902,0.532,0.333,0.136,0.485,0.951,0.081
p00114,0.826,0.614,0.021,0.734,0.668,0.352,0.471,0.481
p00115,0.136,0.688,0.008,0.113,0.200,0.529,0.511,0.300
p00116,0.362,0.130,0.179,0.120,0.272,0.762,0.982,0.216
p00117,0.383,0.619,0.260,0.317,0.141,0.479,0.942,0.774
p00118,0.393,0.023,0.315,0.328,0.736,0.887,0.675,0.456
p00119,0.211,0.867,0.788,0.035,0.667,0.914,0.186,0.680
p00120,0.520,0.423,0.099,0.848,0.974,0.435,0.542,0.649
p00121,0.740,0.699,0.448,0.938,0.862,0.823,0.120,0.982
p00122,0.865,0.032,0.126,0.266,0.969,0.068,0.136,0.365
p00123,0.780,0.420,0.625,0.408,0.737,0.963,0.751,0.474
p00124,0.121,0.045,0.112,0.623,0.807,0.846,0.713,0.790
p00125,0.799,0.116,0.546,0.115,0.035,0.771,0.550,0.201
p00126,0.799,0.182,0.104,0.549,0.476,0.048,0.861,0.206
p00127,0.927,0.716,0.544,0.961,0.904,0.564,0.844,0.444
p00128,0.785,0.741,0.773,0.778,0.727,0.646,0.638,0.452
p00129,0.854,0.911,0.921,0.377,0.735,0.663,0.119,0.783
p00130,0.130,0.482,0.743,0.818,0.053,0.999,0.646,0.523
p00131,0.883,0.096,0.749,0.608,0.562,0.532,0.695,0.464
p00132,0.563,0.978,0.942,0.975,0.335,0.169,0.476,0.323
p00133,0.746,0.410,0.850,0.279,0.080,0.570,0.936,0.585
p00134,0.774,0.525,0.859,0.956,0.044,0.715,0.477,0.568
p00135,0.212,0.991,0.169,0.755,0.553,0.332,0.190,0.884
p00136,0.276,0.159,0.856,0.644,0.523,0.703,0.642,0.121
p00137,0.448,0.562,0.425,0.094,0.945,0.645,0.596,0.816
p00138,0.110,0.428,0.983,0.905,0.727,0.361,0.732,0.814
p00139,0.072,0.286,0.286,0.196,0.868,0.837,0.916,0.696
p00140,0.795,0.952,0.991,0.016,0.646,0.851,0.054,0.448
p00141,0.014,0.277,0.110,0.779,0.155,0.512,0.971,0.950
p00142,0.299,0.779,0.237,0.116,0.541,0.333,0.864,0.901
p00143,0.332,0.578,0.863,0.171,0.050,0.109,0.206,0.152
p00144,0.069,0.401,0.812,0.441,0.121,0.334,0.420,0.946
p00145,0.043,0.060,0.417,0.436,0.954,0.058,0.168,0.425
p00146,0.375,0.452,0.572,0.878,0.674,0.114,0.990,0.725
p00147,0.351,0.081,0.285,0.111,0.431,0.979,0.979,0.068
p00148,0.736,0.456,0.959,0.402,0.380,0.110,0.508,0.550
p00149,0.898,0.842,0.601,0.249,0.368,0.336,0.227,0.849
p00150,0.669,0.063,0.040,0.735,0.270,0.376,0.308,0.257
p00151,0.797,0.597,0.796,0.288,0.160,0.682,0.145,0.308
p00152,0.187,0.242,0.477,0.929,0.599,0.634,0.098,0.296
p00153,0.048,0.227,0.967,0.654,0.107,0.336,0.554,0.328
p00154,0.733,0.851,0.561,0.809,0.021,0.583,0.285,0.418
p00155,0.871,0.917,0.372,0.893,0.581,0.531,0.996,0.072
p00156,0.754,0.320,0.246,0.505,0.446,0.347,0.516,0.772
p00157,0.573,0.308,0.586,0.066,0.287,0.996,0.192,0.630
p00158,0.634,0.480,0.392,0.732,0.939,0.244,0.072,0.538
p00159,0.933,0.837,0.808,0.568,0.453,0.371,0.825,0.340
p00160,0.964,0.026,0.181,0.575,0.164,0.102,0.903,0.302
p00161,0.652,0.088,0.973,0.477,0.506,0.612,0.266,0.950
p00162,0.467,0.914,0.632,0.712,0.767,0.107,0.962,0.412
p00163,0.710,0.717,0.183,0.591,0.459,0.581,0.984,0.575
p00164,0.460,0.491,0.175,0.664,0.040,0.318,0.410,0.829
p00165,0.861,0.812,0.077,0.335,0.166,0.416,0.242,0.249
p00166,0.844,0.419,0.182,0.178,0.535,0.911,0.357,0.866
p00167,0.169,0.765,0.130,0.183,0.449,0.032,0.657,0.491
p00168,0.932,0.924,0.801,0.477,0.434,0.921,0.544,0.060
p00169,0.546,0.242,0.398,0.160,0.150,0.541,0.002,0.556
p00170,0.524,0.333,0.537,0.340,0.757,0.439,0.421,0.582
p00171,0.342,0.634,0.996,0.699,0.328,0.135,0.810,0.809
p00172,0.319,0.584,0.157,0.291,0.224,0.338,0.230,0.561
p00173,0.969,0.140,0.638,0.364,0.311,0.700,0.726,0.065
p00174,0.618,0.771,0.051,0.489,0.653,0.895,0.328,0.676
p00175,0.087,0.043,0.929,0.987,0.934,0.241,0.371,0.369
p00176,0.444,0.342,0.810,0.270,0.626,0.200,0.932,0.385
p00177,0.603,0.222,0.814,0.229,0.422,0.099,0.966,0.587
p00178,0.568,0.999,0.666,0.753,0.620,0.887,0.859,0.966
p00179,0.446,0.215,0.080,0.001,0.986,0.936,0.462,0.600
p00180,0.100,0.955,0.121,0.760,0.836,0.163,0.940,0.221
p00181,0.522,0.052,0.225,0.370,0.963,0.848,0.171,0.185
p00182,0.620,0.370,0.760,0.130,0.927,0.579,0.005,0.859
p00183,0.636,0.828,0.253,0.463,0.852,0.968,0.209,0.898
p00184,0.323,0.520,0.904,0.365,0.258,0.178,0.625,0.289
p00185,0.938,0.885,0.528,0.255,0.375,0.314,0.754,0.735
p00186,0.899,0.346,0.940,0.820,0.325,0.103,0.839,0.467
p00187,0.730,0.908,0.782,0.342,0.602,0.342,0.754,0.380
p00188,0.032,0.451,0.772,0.266,0.169,0.943,0.965,0.529
p00189,0.718,0.218,0.672,0.459,0.377,0.931,0.882,0.493
p00190,0.604,0.047,0.525,0.872,0.307,0.969,0.989,0.934
p00191,0.850,0.664,0.677,0.457,0.487,0.536,0.555,0.060
p00192,0.119,0.411,0.261,0.077,0.957,0.904,0.815,0.639
p00193,0.145,0.127,0.272,0.502,0.923,0.470,0.771,0.247
p00194,0.087,0.869,0.483,0.932,0.851,0.469,0.989,0.391
p00195,0.057,0.572,0.274,0.322,0.650,0.629,0.361,0.233
p00196,0.017,0.967,0.075,0.899,0.520,0.975,0.635,0.992
p00197,0.029,0.433,0.531,0.932,0.852,0.708,0.214,0.845
p00198,0.637,0.857,0.720,0.640,0.590,0.183,0.475,0.996
p00199,0.301,0.783,0.769,0.467,0.059,0.401,0.447,0.801
p00200,0.700,0.741,0.487,0.023,0.999,0.030,0.818,0.506
p00201,0.958,0.333,0.459,0.588,0.892,0.382,0.046,0.121
p00202,0.421,0.805,0.178,0.420,0.660,0.397,0.280,0.768
p00203,0.168,0.908,0.543,0.795,0.712,0.840,0.785,0.359
p00204,0.058,0.306,0.114,0.869,0.302,0.044,0.184,0.117
p00205,0.709,0.984,0.780,0.424,0.364,0.852,0.143,0.663
p00206,0.890,0.707,0.968,0.437,0.942,0.285,0.557,0.047
p00207,0.903,0.110,0.393,0.876,0.712,0.206,0.726,0.913
p00208,0.659,0.765,0.328,0.341,0.454,0.061,0.583,0.069
p00209,0.562,0.591,0.958,0.575,0.409,0.522,0.880,0.921
p00210,0.571,0.238,0.445,0.414,0.723,0.773,0.650,0.528
p00211,0.042,0.508,0.855,0.805,0.732,0.728,0.898,0.735
p00212,0.937,0.077,0.052,0.519,0.625,0.804,0.331,0.274
p00213,0.689,0.722,0.997,0.321,0.602,0.594,0.216,0.194
p00214,0.661,0.444,0.090,0.912,0.209,0.769,0.531,0.930
p00215,0.131,0.456,0.409,0.996,0.116,0.153,0.058,0.833
p00216,0.130,0.358,0.723,0.413,0.339,0.161,0.944,0.692
p00217,0.180,0.936,0.039,0.249,0.275,0.037,0.097,0.205
p00218,0.897,0.848,0.646,0.579,0.113,0.384,0.077,0.417
p00219,0.545,0.114,0.801,0.607,0.637,0.908,0.888,0.838
p00220,0.629,0.794,0.889,0.000,0.129,0.326,0.524,0.402
p00221,0.946,0.833,0.890,0.563,0.638,0.869,0.898,0.285
p00222,0.899,0.235,0.177,0.280,0.418,0.229,0.082,0.007
p00223,0.461,0.399,0.474,0.083,0.003,0.590,0.233,0.956
p00224,0.508,0.893,0.684,0.671,0.357,0.327,0.152,0.358
p00225,0.055,0.754,0.135,0.945,0.801,0.662,0.198,0.552
p00226,0.136,0.374,0.174,0.129,0.075,0.041,0.854,0.662
p00227,0.024,0.636,0.221,0.855,0.127,0.402,0.946,0.802
p00228,0.455,0.805,0.240,0.472,0.379,0.304,0.637,0.841
p00229,0.127,0.274,0.884,0.298,0.030,0.652,0.283,0.594
p00230,0.399,0.645,0.296,0.398,0.916,0.693,0.413,0.777
p00231,0.468,0.651,0.589,0.409,0.220,0.783,0.028,0.242
p00232,0.299,0.328,0.213,0.864,0.215,0.211,0.910,0.587
p00233,0.746,0.168,0.317,0.053,0.366,0.231,0.658,0.893
p00234,0.908,0.352,0.058,0.102,0.906,0.555,0.481,0.099
p00235,0.622,0.567,0.209,0.418,0.376,0.113,0.116,0.891
p00236,0.916,0.484,0.844,0.634,0.700,0.223,0.652,0.021
p00237,0.617,0.361,0.515,0.095,0.423,0.254,0.489,0.970
p00238,0.491,0.363,0.864,0.085,0.740,0.537,0.448,0.387
p00239,0.004,0.920,0.425,0.211,0.988,0.342,0.909,0.419
p00240,0.890,0.590,0.061,0.977,0.246,0.107,0.276,0.388
p00241,0.737,0.623,0.951,0.815,0.102,0.116,0.093,0.910
p00242,0.682,0.634,0.260,0.132,0.322,0.383,0.319,0.984
p00243,0.803,0.035,0.946,0.102,0.677,0.556,0.693,0.912
p00244,0.454,0.938,0.506,0.143,0.937,0.760,0.618,0.230
p00245,0.198,0.375,0.904,0.071,0.853,0.538,0.464,0.637
p00246,0.193,0.290,0.228,0.131,0.974,0.584,0.955,0.650
p00247,0.976,0.021,0.238,0.972,0.258,0.172,0.069,0.757
p00248,0.171,0.942,0.216,0.299,0.450,0.102,0.475,0.832
p00249,0.957,0.592,0.787,0.658,0.738,0.876,0.079,0.637
p00250,0.445,0.784,0.289,0.732,0.398,0.260,0.212,0.023
p00251,0.299,0.786,0.474,0.833,0.646,0.291,0.218,0.457
p00252,0.912,0.566,0.207,0.973,0.273,0.898,0.273,0.489
p00253,0.944,0.462,0.082,0.936,0.588,0.380,0.427,0.134
p00254,0.296,0.253,0.128,0.863,0.650,0.778,0.418,0.779
p00255,0.267,0.796,0.750,0.159,0.452,0.358,0.707,0.827
p00256,0.414,0.624,0.460,0.635,0.730,0.648,0.130,0.811
p00257,0.714,0.749,0.622,0.675,0.131,0.698,0.795,0.402
p00258,0.270,0.496,0.901,0.565,0.425,0.888,0.200,0.348
p00259,0.220,0.767,0.367,0.510,0.894,0.281,0.064,0.309
p00260,0.981,0.596,0.260,0.183,0.389,0.542,0.432,0.954
p00261,0.911,0.751,0.036,0.483,0.691,0.112,0.047,0.026
p00262,0.088,0.645,0.851,0.918,0.345,0.185,0.045,0.545
p00263,0.935,0.372,0.122,0.242,0.621,0.015,0.341,0.866
p00264,0.806,0.777,0.668,0.317,0.392,0.138,0.969,0.750
p00265,0.435,0.919,0.250,0.549,0.339,0.741,0.064,0.928
p00266,0.868,0.438,0.356,0.459,0.146,0.764,0.058,0.440
p00267,0.612,0.723,0.707,0.282,0.245,0.881,0.589,0.378
p00268,0.910,0.170,0.298,0.858,0.101,0.474,0.773,0.912
p00269,0.970,0.092,0.432,0.676,0.461,0.905,0.517,0.234
p00270,0.395,0.553,0.992,0.616,0.894,0.835,0.282,0.949
p00271,0.467,0.625,0.005,0.045,0.491,0.610,0.972,0.837
p00272,0.644,0.921,0.097,0.037,0.332,0.468,0.155,0.820
p00273,0.978,0.552,0.967,0.508,0.986,0.856,0.156,0.199
p00274,0.182,0.382,0.433,0.151,0.645,0.203,0.409,0.751
p00275,0.546,0.712,0.071,0.938,0.416,0.298,0.548,0.348
p00276,0.767,0.972,0.820,0.949,0.329,0.461,0.009,0.451
p00277,0.906,0.050,0.971,0.115,0.186,0.903,0.397,0.402
p00278,0.378,0.533,0.124,0.973,0.512,0.640,0.150,0.038
p00279,0.415,0.112,0.255,0.376,0.958,0.895,0.384,0.874
p00280,0.878,0.187,0.913,0.467,0.569,0.054,0.061,0.598
p00281,0.541,0.199,0.603,0.057,0.029,0.599,0.118,0.141
p00282,0.023,0.372,0.069,0.563,0.636,0.303,0.084,0.499
p00283,0.559,0.106,0.008,0.209,0.025,0.944,0.449,0.053
p00284,0.849,0.680,0.947,0.959,0.661,0.955,0.200,0.157
p00285,0.169,0.215,0.382,0.919,0.070,0.816,0.981,0.943
p00286,0.770,0.854,0.335,0.623,0.390,0.739,0.215,0.630
p00287,0.966,0.119,0.412,0.540,0.091,0.933,0.216,0.458
p00288,0.368,0.725,0.931,0.719,0.880,0.804,0.951,0.274
p00289,0.796,0.258,0.149,0.719,0.079,0.437,0.594,0.597
p00290,0.212,0.475,0.655,0.745,0.098,0.473,0.996,0.094
p00291,0.438,0.442,0.408,0.090,0.250,0.141,0.557,0.473
p00292,0.138,0.278,0.727,0.113,0.732,0.448,0.868,0.566
p00293,0.215,0.549,0.992,0.211,0.944,0.616,0.776,0.446
p00294,0.336,0.611,0.016,0.068,0.720,0.491,0.518,0.096
p00295,0.808,0.086,0.086,0.213,0.422,0.100,0.572,0.360
p00296,0.124,0.506,0.974,0.108,0.400,0.064,0.899,0.500
p00297,0.632,0.949,0.867,0.993,0.344,0.190,0.276,0.837
p00298,0.767,0.192,0.541,0.600,0.930,0.411,0.691,0.794
p00299,0.511,0.046,0.956,0.425,0.185,0.926,0.698,0.514
p00300,0.550,0.117,0.746,0.261,0.572,0.427,0.627,0.352
p00301,0.215,0.574,0.759,0.920,0.200,0.810,0.927,0.898
p00302,0.250,0.495,0.058,0.525,0.226,0.932,0.200,0.404
p00303,0.925,0.044,0.819,0.012,0.412,0.387,0.865,0.187
p00304,0.876,0.525,0.807,0.380,0.263,0.063,0.473,0.082
p00305,0.692,0.172,0.048,0.586,0.184,0.639,0.384,0.592
p00306,0.528,0.533,0.624,0.632,0.611,0.821,0.250,0.794
p00307,0.975,0.411,0.888,0.948,0.065,0.285,0.856,0.212
p00308,0.027,0.875,0.827,0.687,0.040,0.396,0.375,0.455
p00309,0.995,0.828,0.789,0.353,0.072,0.791,0.993,0.359
p00310,0.946,0.905,0.625,0.537,0.689,0.614,0.524,0.966
p00311,0.624,0.701,0.479,0.143,0.014,0.142,0.023,0.081
p00312,0.320,0.684,0.358,0.357,0.964,0.970,0.537,0.994
p00313,0.000,0.028,0.700,0.852,0.296,0.268,0.405,0.079
p00314,0.074,0.608,0.840,0.420,0.969,0.638,0.181,0.956
p00315,0.758,0.788,0.722,0.084,0.552,0.744,0.529,0.141
p00316,0.019,0.862,0.465,0.951,0.494,0.219,0.611,0.539
p00317,0.713,0.041,0.716,0.021,0.060,0.404,0.931,0.496
p00318,0.943,0.140,0.956,0.176,0.144,0.420,0.134,0.901
p00319,0.422,0.051,0.384,0.436,0.939,0.188,0.296,0.620
p00320,0.436,0.758,0.511,0.486,0.540,0.364,0.812,0.908
p00321,0.675,0.071,0.735,0.086,0.311,0.562,0.929,0.610
p00322,0.020,0.952,0.292,0.612,0.758,0.576,0.116,0.545
p00323,0.006,0.198,0.028,0.744,0.903,0.921,0.858,0.805
p00324,0.551,0.824,0.501,0.183,0.212,0.598,0.174,0.151
p00325,0.282,0.157,0.929,0.404,0.482,0.008,0.476,0.756
p00326,0.729,0.613,0.584,0.443,0.096,0.195,0.986,0.929
p00327,0.623,0.785,0.370,0.513,0.058,0.829,0.136,0.452
p00328,0.105,0.389,0.144,0.390,0.818,0.031,0.254,0.868
p00329,0.040,0.082,0.106,0.041,0.099,0.349,0.297,0.680
p00330,0.563,0.858,0.317,0.301,0.958,0.515,0.361,0.888
p00331,0.595,0.130,0.723,0.173,0.022,0.175,0.166,0.968
p00332,0.005,0.110,0.703,0.397,0.631,0.175,0.021,0.728
p00333,0.173,0.456,0.490,0.901,0.497,0.040,0.978,0.371
p00334,0.198,0.267,0.239,0.680,0.769,0.265,0.929,0.251
p00335,0.024,0.980,0.285,0.463,0.005,0.550,0.628,0.710
p00336,0.480,0.685,0.655,0.716,0.261,0.787,0.328,0.291
p00337,0.941,0.935,0.023,0.153,0.309,0.415,0.781,0.774
p00338,0.179,0.254,0.935,0.114,0.879,0.112,0.479,0.378
p00339,0.608,0.784,0.701,0.810,0.825,0.043,0.091,0.151
p00340,0.850,0.239,0.077,0.932,0.973,0.633,0.135,0.112
p00341,0.504,0.225,0.073,0.537,0.124,0.245,0.068,0.614
p00342,0.890,0.331,0.964,0.076,0.985,0.501,0.586,0.060
p00343,0.000,0.111,0.791,0.970,0.038,0.191,0.742,0.247
p00344,0.956,0.051,0.775,0.773,0.098,0.507,0.442,0.371
p00345,0.965,0.664,0.496,0.301,0.669,0.120,0.311,0.918
p00346,0.767,0.944,0.154,0.610,0.554,0.006,0.132,0.963
p00347,0.873,0.295,0.250,0.901,0.300,0.908,0.203,0.827
p00348,0.405,0.412,0.129,0.311,0.478,0.217,0.095,0.909
p00349,0.861,0.441,0.385,0.306,0.680,0.983,0.366,0.964
p00350,0.420,0.355,0.606,0.848,0.928,0.418,0.689,0.886
p00351,0.156,0.426,0.141,0.441,0.668,0.743,0.013,0.497
p00352,0.070,0.834,0.416,0.281,0.851,0.613,0.921,0.735
p00353,0.552,0.552,0.177,0.091,0.261,0.597,0.662,0.593
p00354,0.761,0.603,0.482,0.762,0.772,0.596,0.008,0.412
p00355,0.071,0.786,0.508,0.477,0.259,0.993,0.440,0.183
p00356,0.005,0.161,0.753,0.492,0.244,0.045,0.591,0.898
p00357,0.145,0.793,0.032,0.852,0.361,0.693,0.893,0.421
p00358,0.962,0.693,0.366,0.842,0.920,0.792,0.804,0.335
p00359,0.493,0.328,0.204,0.945,0.189,0.540,0.162,0.553
p00360,0.238,0.958,0.243,0.735,0.949,0.929,0.454,0.028
p00361,0.375,0.063,0.370,0.885,0.940,0.036,0.964,0.138
p00362,0.084,0.704,0.912,0.509,0.470,0.734,0.094,0.857
p00363,0.903,0.179,0.174,0.062,0.332,0.718,0.339,0.434
p00364,0.108,0.989,0.794,0.344,0.421,0.953,0.315,0.326
p00365,0.897,0.749,0.240,0.626,0.075,0.383,0.931,0.578
p00366,0.732,0.648,0.511,0.421,0.753,0.806,0.504,0.134
p00367,0.170,0.364,0.831,0.715,0.194,0.704,0.950,0.863
p00368,0.567,0.252,0.421,0.919,0.026,0.445,0.793,0.165
p00369,0.262,0.419,0.429,0.490,0.162,0.727,0.792,0.188
p00370,0.938,0.211,0.242,0.277,0.352,0.056,0.210,0.686
p00371,0.464,0.704,0.302,0.395,0.072,0.545,0.144,0.921
p00372,0.163,0.334,0.173,0.461,0.304,0.019,0.533,0.246
p00373,0.381,0.893,0.461,0.014,0.283,0.846,0.091,0.059
p00374,0.766,0.803,0.585,0.930,0.477,0.996,0.493,0.526
p00375,0.399,0.320,0.017,0.299,0.775,0.610,0.378,0.952
p00376,0.338,0.993,0.854,0.988,0.726,0.611,0.972,0.850
p00377,0.795,0.616,0.366,0.271,0.751,0.374,0.468,0.235
p00378,0.175,0.821,0.036,0.062,0.657,0.742,0.226,0.453
p00379,0.562,0.875,0.459,0.251,0.471,0.486,0.920,0.137
p00380,0.139,0.169,0.416,0.052,0.985,0.743,0.746,0.343
p00381,0.862,0.890,0.028,0.000,0.859,0.516,0.921,0.863
p00382,0.667,0.101,0.367,0.549,0.370,0.280,0.264,0.624
p00383,0.472,0.108,0.106,0.212,0.116,0.816,0.075,0.981
p00384,0.224,0.489,0.034,0.272,0.919,0.190,0.640,0.154
p00385,0.792,0.322,0.324,0.102,0.627,0.433,0.050,0.790
p00386,0.800,0.108,0.150,0.521,0.542,0.373,0.387,0.297
p00387,0.036,0.497,0.163,0.180,0.136,0.859,0.059,0.183
p00388,0.029,0.487,0.185,0.028,0.137,0.739,0.790,0.630
